date,wheat_price,corn_price,cotton_price
5/11/1999,2.525,2.04,0.573
5/12/1999,2.555,2.055,0.579
5/13/1999,2.555,2.065,0.577
5/14/1999,2.465,2.05,0.581
5/17/1999,2.5,2.075,0.575
5/18/1999,2.495,2.05,0.579
5/19/1999,2.445,2.03,0.579
5/20/1999,2.405,2.02,0.576
5/21/1999,2.365,2.01,0.566
5/24/1999,2.315,1.945,0.576
5/25/1999,2.325,1.975,0.572
5/26/1999,2.315,1.975,0.57
5/27/1999,2.33,2.005,0.577
5/28/1999,2.345,2.02,0.578
6/1/1999,2.345,1.99,0.582
6/2/1999,2.365,1.99,0.589
6/3/1999,2.445,2.055,0.585
6/4/1999,2.395,2.035,0.59
6/7/1999,2.385,2.04,0.585
6/8/1999,2.325,2.045,0.585
6/9/1999,2.305,2.02,0.573
6/10/1999,2.345,2.01,0.566
6/11/1999,2.325,1.98,0.566
6/14/1999,2.375,1.995,0.577
6/15/1999,2.345,1.95,0.563
6/16/1999,2.325,1.98,0.552
6/17/1999,2.305,1.985,0.562
6/18/1999,2.285,2.015,0.559
6/21/1999,2.295,1.995,0.559
6/22/1999,2.245,1.975,0.547
6/23/1999,2.255,1.985,0.553
6/24/1999,2.245,1.96,0.547
6/25/1999,2.26,1.965,0.536
6/28/1999,2.275,1.92,0.534
6/29/1999,2.285,1.895,0.546
6/30/1999,2.285,1.9,0.538
7/1/1999,2.215,1.815,0.522
7/2/1999,2.125,1.785,0.538
7/6/1999,2.045,1.67,0.527
7/7/1999,2.055,1.675,0.522
7/8/1999,2.005,1.635,0.51
7/9/1999,1.985,1.6,0.495
7/12/1999,1.995,1.605,0.505
7/13/1999,1.995,1.585,0.496
7/14/1999,2.01,1.625,0.5
7/15/1999,1.995,1.64,0.505
7/16/1999,1.975,1.58,0.514
7/19/1999,2.005,1.52,0.519
7/20/1999,2.015,1.645,0.532
7/21/1999,2.085,1.71,0.531
7/22/1999,2.075,1.715,0.54
7/23/1999,2.175,1.795,0.529
7/26/1999,2.13,1.725,0.528
7/27/1999,2.075,1.65,0.521
7/28/1999,2.115,1.645,0.535
7/29/1999,2.125,1.7,0.544
7/30/1999,2.195,1.73,0.531
8/2/1999,2.385,1.84,0.528
8/3/1999,2.255,1.875,0.521
8/4/1999,2.275,1.93,0.52
8/5/1999,2.245,1.915,0.526
8/6/1999,2.245,1.925,0.534
8/9/1999,2.25,1.93,0.523
8/10/1999,2.245,1.975,0.523
8/11/1999,2.185,1.9,0.532
8/12/1999,2.075,1.77,0.529
8/13/1999,2.115,1.775,0.537
8/16/1999,2.11,1.885,0.537
8/17/1999,2.16,1.86,0.535
8/18/1999,2.175,1.845,0.529
8/19/1999,2.225,1.83,0.522
8/20/1999,2.195,1.79,0.501
8/23/1999,2.215,1.79,0.499
8/24/1999,2.215,1.78,0.495
8/25/1999,2.255,1.815,0.498
8/26/1999,2.235,1.79,0.488
8/27/1999,2.235,1.745,0.479
8/30/1999,2.13,1.745,0.486
8/31/1999,2.225,1.785,0.487
9/1/1999,2.265,1.835,0.485
9/2/1999,2.35,1.87,0.482
9/3/1999,2.445,1.9,0.489
9/7/1999,2.475,1.905,0.487
9/8/1999,2.405,1.8525,0.491
9/9/1999,2.415,1.86,0.522
9/10/1999,2.495,1.85,0.509
9/13/1999,2.465,1.83,0.499
9/14/1999,2.485,1.81,0.494
9/15/1999,2.365,1.77,0.494
9/16/1999,2.395,1.775,0.506
9/17/1999,2.32,1.745,0.505
9/20/1999,2.355,1.745,0.508
9/21/1999,2.345,1.755,0.504
9/22/1999,2.355,1.75,0.498
9/23/1999,2.395,1.745,0.501
9/24/1999,2.445,1.75,0.507
9/27/1999,2.485,1.79,0.51
9/28/1999,2.555,1.825,0.51
9/29/1999,2.535,1.83,0.496
9/30/1999,2.435,1.76,0.497
10/1/1999,2.355,1.725,0.485
10/4/1999,2.365,1.73,0.483
10/5/1999,2.315,1.71,0.483
10/6/1999,2.305,1.71,0.487
10/7/1999,2.215,1.72,0.505
10/8/1999,2.195,1.675,0.505
10/11/1999,2.185,1.675,0.508
10/12/1999,2.235,1.69,0.527
10/13/1999,2.235,1.695,0.525
10/14/1999,2.285,1.71,0.522
10/15/1999,2.345,1.7,0.517
10/18/1999,2.345,1.73,0.517
10/19/1999,2.345,1.72,0.511
10/20/1999,2.2763,1.72,0.513
10/21/1999,2.265,1.71,0.514
10/22/1999,2.305,1.72,0.513
10/25/1999,2.365,1.745,0.508
10/26/1999,2.365,1.77,0.514
10/27/1999,2.385,1.76,0.505
10/28/1999,2.395,1.755,0.503
10/29/1999,2.395,1.77,0.501
11/1/1999,2.365,1.785,0.505
11/2/1999,2.395,1.78,0.498
11/3/1999,2.445,1.805,0.497
11/4/1999,2.455,1.855,0.496
11/5/1999,2.435,1.865,0.489
11/8/1999,2.475,1.875,0.493
11/9/1999,2.415,1.84,0.493
11/10/1999,2.37,1.79,0.493
11/11/1999,2.395,1.8,0.492
11/12/1999,2.375,1.8,0.491
11/15/1999,2.445,1.835,0.483
11/16/1999,2.455,1.835,0.486
11/17/1999,2.415,1.82,0.49
11/18/1999,2.355,1.805,0.485
11/19/1999,2.43,1.805,0.494
11/22/1999,2.435,1.825,0.49
11/23/1999,2.435,1.845,0.49
11/24/1999,2.385,1.835,0.49
11/26/1999,2.37,1.835,0.49
11/29/1999,2.295,1.81,0.481
11/30/1999,2.315,1.795,0.483
12/1/1999,2.335,1.825,0.481
12/2/1999,2.295,1.825,0.474
12/3/1999,2.24,1.82,0.472
12/6/1999,2.285,1.85,0.48
12/7/1999,2.25,1.84,0.476
12/8/1999,2.215,1.815,0.474
12/9/1999,2.195,1.785,0.475
12/10/1999,2.205,1.795,0.475
12/13/1999,2.175,1.785,0.476
12/14/1999,2.215,1.82,0.472
12/15/1999,2.215,1.83,0.464
12/16/1999,2.235,1.835,0.467
12/17/1999,2.255,1.835,0.466
12/20/1999,2.285,1.845,0.469
12/21/1999,2.285,1.84,0.468
12/22/1999,2.275,1.85,0.468
12/23/1999,2.31,1.865,0.464
12/27/1999,2.275,1.865,0.464
12/28/1999,2.285,1.885,0.471
12/29/1999,2.275,1.88,0.482
12/30/1999,2.285,1.885,0.482
12/31/1999,2.285,1.885,0.486
1/3/2000,2.275,1.845,0.482
1/4/2000,2.275,1.875,0.491
1/5/2000,2.295,1.87,0.496
1/6/2000,2.275,1.875,0.515
1/7/2000,2.295,1.9,0.511
1/10/2000,2.335,1.9,0.517
1/11/2000,2.325,1.885,0.512
1/12/2000,2.385,1.92,0.523
1/13/2000,2.415,1.96,0.526
1/14/2000,2.425,1.945,0.523
1/18/2000,2.41,1.955,0.553
1/19/2000,2.445,1.985,0.549
1/20/2000,2.435,1.99,0.537
1/21/2000,2.415,2.01,0.539
1/24/2000,2.44,2.045,0.554
1/25/2000,2.415,2.045,0.549
1/26/2000,2.395,1.975,0.55
1/27/2000,2.425,2.01,0.55
1/28/2000,2.415,1.995,0.554
1/31/2000,2.385,1.975,0.546
2/1/2000,2.405,2.01,0.545
2/2/2000,2.405,2.01,0.536
2/3/2000,2.385,2.005,0.536
2/4/2000,2.415,2.005,0.537
2/7/2000,2.435,2.02,0.528
2/8/2000,2.44,2.025,0.533
2/9/2000,2.505,2.055,0.55
2/10/2000,2.565,2.08,0.545
2/11/2000,2.575,2.055,0.548
2/14/2000,2.565,2.045,0.544
2/15/2000,2.505,2.055,0.541
2/16/2000,2.495,2.055,0.544
2/17/2000,2.465,2.055,0.563
2/18/2000,2.49,2.03,0.577
2/22/2000,2.465,2.03,0.572
2/23/2000,2.395,1.99,0.568
2/24/2000,2.375,2.005,0.554
2/25/2000,2.315,1.975,0.561
2/28/2000,2.285,1.98,0.55
2/29/2000,2.315,2.015,0.58
3/1/2000,2.325,2.02,0.572
3/2/2000,2.325,2.02,0.576
3/3/2000,2.345,2.035,0.578
3/6/2000,2.375,2.065,0.581
3/7/2000,2.38,2.035,0.593
3/8/2000,2.395,2.05,0.595
3/9/2000,2.415,2.045,0.601
3/10/2000,2.375,2.06,0.597
3/13/2000,2.425,2.095,0.599
3/14/2000,2.495,2.14,0.597
3/15/2000,2.495,2.12,0.59
3/16/2000,2.465,2.105,0.597
3/17/2000,2.515,2.15,0.581
3/20/2000,2.455,2.105,0.584
3/21/2000,2.405,2.07,0.569
3/22/2000,2.415,2.1,0.56
3/23/2000,2.355,2.065,0.558
3/24/2000,2.325,2.085,0.562
3/27/2000,2.355,2.08,0.562
3/28/2000,2.315,2.005,0.55
3/29/2000,2.325,2.04,0.546
3/30/2000,2.375,2.105,0.551
3/31/2000,2.46,2.135,0.554
4/3/2000,2.385,2.115,0.542
4/4/2000,2.365,2.105,0.534
4/5/2000,2.365,2.105,0.527
4/6/2000,2.375,2.07,0.533
4/7/2000,2.405,2.09,0.535
4/10/2000,2.345,2.075,0.525
4/11/2000,2.365,2.045,0.533
4/12/2000,2.385,2.07,0.543
4/13/2000,2.425,2.09,0.539
4/14/2000,2.415,2.075,0.543
4/17/2000,2.395,2.055,0.547
4/18/2000,2.375,2.07,0.537
4/19/2000,2.385,2.115,0.537
4/20/2000,2.385,2.1,0.541
4/24/2000,2.385,2.105,0.541
4/25/2000,2.415,2.145,0.549
4/26/2000,2.375,2.12,0.546
4/27/2000,2.325,2.095,0.528
4/28/2000,2.315,2.095,0.547
5/1/2000,2.415,2.185,0.56
5/2/2000,2.445,2.195,0.547
5/3/2000,2.505,2.225,0.543
5/4/2000,2.575,2.225,0.559
5/5/2000,2.535,2.205,0.58
5/8/2000,2.495,2.135,0.592
5/9/2000,2.435,2.14,0.607
5/10/2000,2.485,2.195,0.603
5/11/2000,2.675,2.205,0.612
5/12/2000,2.705,2.215,0.618
5/15/2000,2.655,2.145,0.616
5/16/2000,2.645,2.115,0.611
5/17/2000,2.565,2.115,0.611
5/18/2000,2.515,2.14,0.603
5/19/2000,2.555,2.165,0.627
5/22/2000,2.595,2.165,0.624
5/23/2000,2.595,2.13,0.617
5/24/2000,2.565,2.105,0.623
5/25/2000,2.575,2.065,0.622
5/26/2000,2.585,2.095,0.6
5/30/2000,2.505,2.005,0.616
5/31/2000,2.515,2.01,0.593
6/1/2000,2.485,2.01,0.58
6/2/2000,2.485,2.05,0.577
6/5/2000,2.425,2.005,0.566
6/6/2000,2.435,2.02,0.573
6/7/2000,2.405,1.96,0.572
6/8/2000,2.415,1.94,0.574
6/9/2000,2.465,1.94,0.557
6/12/2000,2.45,1.975,0.56
6/13/2000,2.44,1.835,0.56
6/14/2000,2.4,1.745,0.569
6/15/2000,2.41,1.81,0.56
6/16/2000,2.42,1.825,0.561
6/19/2000,2.47,1.815,0.568
6/20/2000,2.565,1.785,0.559
6/21/2000,2.61,1.79,0.558
6/22/2000,2.62,1.775,0.558
6/23/2000,2.555,1.745,0.542
6/26/2000,2.565,1.69,0.538
6/27/2000,2.555,1.715,0.536
6/28/2000,2.525,1.68,0.541
6/29/2000,2.525,1.7,0.528
6/30/2000,2.395,1.62,0.528
7/3/2000,2.255,1.57,0.528
7/5/2000,2.265,1.595,0.523
7/6/2000,2.225,1.565,0.537
7/7/2000,2.235,1.59,0.536
7/10/2000,2.265,1.57,0.537
7/11/2000,2.255,1.57,0.54
7/12/2000,2.235,1.585,0.59
7/13/2000,2.255,1.575,0.59
7/14/2000,2.185,1.535,0.58
7/17/2000,2.145,1.505,0.586
7/18/2000,2.115,1.51,0.581
7/19/2000,2.125,1.515,0.568
7/20/2000,2.155,1.535,0.571
7/21/2000,2.11,1.54,0.591
7/24/2000,2.095,1.495,0.58
7/25/2000,2.1,1.475,0.571
7/26/2000,2.085,1.465,0.565
7/27/2000,2.095,1.47,0.571
7/28/2000,2.105,1.455,0.58
7/31/2000,2.065,1.465,0.573
8/1/2000,2.045,1.47,0.569
8/2/2000,2.065,1.475,0.571
8/3/2000,2.025,1.465,0.568
8/4/2000,1.965,1.455,0.591
8/7/2000,1.935,1.455,0.59
8/8/2000,1.985,1.47,0.604
8/9/2000,1.985,1.46,0.591
8/10/2000,1.995,1.455,0.592
8/11/2000,2.015,1.45,0.598
8/14/2000,2.035,1.47,0.592
8/15/2000,2.055,1.47,0.591
8/16/2000,2.095,1.495,0.602
8/17/2000,2.055,1.495,0.578
8/18/2000,2.035,1.48,0.588
8/21/2000,2.015,1.485,0.585
8/22/2000,2.005,1.48,0.584
8/23/2000,1.995,1.48,0.58
8/24/2000,2.065,1.5,0.592
8/25/2000,2.065,1.515,0.593
8/28/2000,2.065,1.545,0.597
8/29/2000,2.145,1.59,0.593
8/30/2000,2.105,1.555,0.579
8/31/2000,2.155,1.59,0.58
9/1/2000,2.155,1.565,0.59
9/5/2000,2.155,1.59,0.589
9/6/2000,2.125,1.565,0.586
9/7/2000,2.145,1.555,0.622
9/8/2000,2.155,1.585,0.621
9/11/2000,2.115,1.605,0.607
9/12/2000,2.075,1.605,0.6
9/13/2000,2.035,1.58,0.605
9/14/2000,2.005,1.565,0.607
9/15/2000,1.98,1.54,0.607
9/18/2000,2.025,1.54,0.606
9/19/2000,1.955,1.51,0.607
9/20/2000,1.97,1.52,0.615
9/21/2000,1.945,1.56,0.61
9/22/2000,1.975,1.605,0.614
9/25/2000,2.005,1.585,0.612
9/26/2000,2.01,1.59,0.602
9/27/2000,2.085,1.6,0.6
9/28/2000,2.11,1.625,0.6
9/29/2000,2.155,1.645,0.611
10/2/2000,2.25,1.665,0.615
10/3/2000,2.3,1.7,0.609
10/4/2000,2.395,1.75,0.618
10/5/2000,2.41,1.735,0.622
10/6/2000,2.425,1.73,0.628
10/9/2000,2.415,1.745,0.626
10/10/2000,2.51,1.775,0.619
10/11/2000,2.535,1.79,0.624
10/12/2000,2.49,1.825,0.614
10/13/2000,2.43,1.845,0.607
10/16/2000,2.495,1.84,0.608
10/17/2000,2.485,1.845,0.6
10/18/2000,2.455,1.835,0.601
10/19/2000,2.41,1.865,0.609
10/20/2000,2.405,1.835,0.604
10/23/2000,2.365,1.825,0.607
10/24/2000,2.355,1.84,0.613
10/25/2000,2.345,1.845,0.609
10/26/2000,2.355,1.84,0.611
10/27/2000,2.385,1.84,0.62
10/30/2000,2.355,1.84,0.608
10/31/2000,2.345,1.885,0.598
11/1/2000,2.345,1.885,0.602
11/2/2000,2.405,1.945,0.61
11/3/2000,2.435,1.96,0.626
11/6/2000,2.425,1.98,0.631
11/7/2000,2.415,1.98,0.629
11/8/2000,2.445,1.975,0.622
11/9/2000,2.39,1.975,0.629
11/10/2000,2.415,1.97,0.628
11/13/2000,2.435,1.955,0.623
11/14/2000,2.405,1.94,0.623
11/15/2000,2.405,1.93,0.63
11/16/2000,2.405,1.955,0.624
11/17/2000,2.425,1.975,0.628
11/20/2000,2.435,1.98,0.616
11/21/2000,2.425,1.98,0.626
11/22/2000,2.425,1.97,0.626
11/24/2000,2.425,1.97,0.644
11/27/2000,2.465,1.985,0.637
11/28/2000,2.445,1.96,0.636
11/29/2000,2.435,1.94,0.639
11/30/2000,2.435,1.97,0.636
12/1/2000,2.545,1.985,0.634
12/4/2000,2.555,1.97,0.634
12/5/2000,2.535,1.97,0.633
12/6/2000,2.535,1.96,0.648
12/7/2000,2.465,1.925,0.631
12/8/2000,2.495,1.965,0.634
12/11/2000,2.455,1.955,0.616
12/12/2000,2.445,1.945,0.616
12/13/2000,2.445,1.945,0.617
12/14/2000,2.425,1.975,0.614
12/15/2000,2.395,1.975,0.611
12/18/2000,2.435,2.015,0.614
12/19/2000,2.465,2.05,0.621
12/20/2000,2.45,2.05,0.618
12/21/2000,2.475,2.065,0.618
12/22/2000,2.485,2.075,0.597
12/26/2000,2.485,2.075,0.598
12/27/2000,2.475,2.095,0.599
12/28/2000,2.415,2.095,0.585
12/29/2000,2.48,2.105,0.566
1/2/2001,2.455,2.07,0.572
1/3/2001,2.525,2.095,0.559
1/4/2001,2.535,2.095,0.557
1/5/2001,2.525,2.04,0.565
1/8/2001,2.525,2.045,0.574
1/9/2001,2.545,2.07,0.578
1/10/2001,2.585,2.085,0.584
1/11/2001,2.595,2.025,0.586
1/12/2001,2.585,1.985,0.585
1/16/2001,2.545,1.955,0.58
1/17/2001,2.505,1.965,0.58
1/18/2001,2.525,1.96,0.581
1/19/2001,2.535,1.93,0.569
1/22/2001,2.535,1.935,0.568
1/23/2001,2.535,1.94,0.586
1/24/2001,2.505,1.955,0.581
1/25/2001,2.44,1.935,0.588
1/26/2001,2.455,1.895,0.585
1/29/2001,2.405,1.875,0.595
1/30/2001,2.44,1.885,0.589
1/31/2001,2.47,1.895,0.569
2/1/2001,2.47,1.92,0.573
2/2/2001,2.495,1.94,0.577
2/5/2001,2.465,1.935,0.577
2/6/2001,2.465,1.97,0.567
2/7/2001,2.49,1.95,0.566
2/8/2001,2.485,1.92,0.559
2/9/2001,2.565,1.925,0.564
2/12/2001,2.525,1.93,0.57
2/13/2001,2.555,1.94,0.579
2/14/2001,2.625,1.97,0.562
2/15/2001,2.63,1.97,0.556
2/16/2001,2.595,1.96,0.536
2/20/2001,2.615,1.965,0.533
2/21/2001,2.585,1.965,0.527
2/22/2001,2.555,1.96,0.534
2/23/2001,2.57,1.95,0.514
2/26/2001,2.555,1.96,0.511
2/27/2001,2.555,1.975,0.508
2/28/2001,2.625,2.005,0.513
3/1/2001,2.645,2,0.521
3/2/2001,2.675,2.005,0.521
3/5/2001,2.705,2.01,0.525
3/6/2001,2.69,2,0.523
3/7/2001,2.66,1.98,0.52
3/8/2001,2.665,1.98,0.499
3/9/2001,2.66,1.98,0.49
3/12/2001,2.715,1.99,0.495
3/13/2001,2.705,1.985,0.499
3/14/2001,2.685,1.945,0.468
3/15/2001,2.575,1.87,0.465
3/16/2001,2.495,1.84,0.471
3/19/2001,2.455,1.855,0.465
3/20/2001,2.475,1.88,0.458
3/21/2001,2.405,1.865,0.444
3/22/2001,2.325,1.83,0.456
3/23/2001,2.355,1.835,0.465
3/26/2001,2.385,1.88,0.451
3/27/2001,2.375,1.9,0.446
3/28/2001,2.345,1.885,0.427
3/29/2001,2.355,1.87,0.431
3/30/2001,2.265,1.83,0.427
4/2/2001,2.295,1.88,0.434
4/3/2001,2.315,1.9,0.442
4/4/2001,2.375,1.92,0.44
4/5/2001,2.36,1.92,0.449
4/6/2001,2.345,1.905,0.446
4/9/2001,2.305,1.91,0.446
4/10/2001,2.265,1.895,0.436
4/11/2001,2.305,1.915,0.429
4/12/2001,2.36,1.93,0.431
4/16/2001,2.4,1.94,0.445
4/17/2001,2.37,1.91,0.437
4/18/2001,2.395,1.91,0.434
4/19/2001,2.405,1.865,0.419
4/20/2001,2.425,1.84,0.423
4/23/2001,2.43,1.795,0.427
4/24/2001,2.45,1.78,0.423
4/25/2001,2.505,1.79,0.42
4/26/2001,2.525,1.835,0.418
4/27/2001,2.475,1.79,0.421
4/30/2001,2.545,1.825,0.423
5/1/2001,2.525,1.825,0.432
5/2/2001,2.495,1.835,0.422
5/3/2001,2.445,1.84,0.422
5/4/2001,2.495,1.855,0.424
5/7/2001,2.445,1.83,0.414
5/8/2001,2.415,1.81,0.414
5/9/2001,2.425,1.82,0.418
5/10/2001,2.445,1.75,0.422
5/11/2001,2.465,1.745,0.437
5/14/2001,2.525,1.805,0.431
5/15/2001,2.535,1.8,0.416
5/16/2001,2.525,1.8,0.415
5/17/2001,2.525,1.795,0.408
5/18/2001,2.485,1.785,0.402
5/21/2001,2.385,1.745,0.396
5/22/2001,2.36,1.705,0.397
5/23/2001,2.365,1.715,0.395
5/24/2001,2.385,1.735,0.397
5/25/2001,2.365,1.72,0.38
5/29/2001,2.395,1.71,0.377
5/30/2001,2.385,1.72,0.379
5/31/2001,2.415,1.75,0.384
6/1/2001,2.455,1.795,0.381
6/4/2001,2.395,1.775,0.38
6/5/2001,2.365,1.775,0.39
6/6/2001,2.375,1.815,0.394
6/7/2001,2.405,1.81,0.402
6/8/2001,2.425,1.79,0.382
6/11/2001,2.405,1.79,0.385
6/12/2001,2.425,1.775,0.386
6/13/2001,2.415,1.785,0.381
6/14/2001,2.385,1.775,0.369
6/15/2001,2.375,1.73,0.364
6/18/2001,2.485,1.735,0.357
6/19/2001,2.515,1.76,0.359
6/20/2001,2.46,1.74,0.373
6/21/2001,2.435,1.725,0.366
6/22/2001,2.39,1.715,0.374
6/25/2001,2.345,1.69,0.378
6/26/2001,2.365,1.7,0.366
6/27/2001,2.36,1.735,0.386
6/28/2001,2.36,1.74,0.387
6/29/2001,2.41,1.74,0.379
7/2/2001,2.44,1.76,0.379
7/3/2001,2.505,1.795,0.376
7/5/2001,2.535,1.84,0.375
7/6/2001,2.555,1.85,0.391
7/9/2001,2.56,1.89,0.387
7/10/2001,2.595,1.935,0.395
7/11/2001,2.625,2.005,0.394
7/12/2001,2.76,2.075,0.375
7/13/2001,2.72,1.98,0.379
7/16/2001,2.715,1.91,0.377
7/17/2001,2.775,1.99,0.386
7/18/2001,2.75,1.915,0.382
7/19/2001,2.785,1.92,0.382
7/20/2001,2.735,1.845,0.385
7/23/2001,2.715,1.85,0.379
7/24/2001,2.705,1.915,0.385
7/25/2001,2.705,1.96,0.4
7/26/2001,2.695,1.955,0.401
7/27/2001,2.685,1.985,0.397
7/30/2001,2.645,1.96,0.399
7/31/2001,2.655,1.985,0.393
8/1/2001,2.615,1.945,0.382
8/2/2001,2.57,1.93,0.384
8/3/2001,2.5151,1.92,0.385
8/6/2001,2.515,1.94,0.376
8/7/2001,2.535,1.985,0.373
8/8/2001,2.565,1.985,0.37
8/9/2001,2.605,2.015,0.345
8/10/2001,2.595,2.04,0.344
8/13/2001,2.625,2.065,0.343
8/14/2001,2.595,2.055,0.35
8/15/2001,2.555,2.015,0.35
8/16/2001,2.555,2.01,0.345
8/17/2001,2.565,1.995,0.349
8/20/2001,2.555,1.96,0.349
8/21/2001,2.615,1.985,0.349
8/22/2001,2.645,1.985,0.348
8/23/2001,2.73,2.04,0.348
8/24/2001,2.71,2,0.353
8/27/2001,2.695,2.015,0.351
8/28/2001,2.655,2.015,0.356
8/29/2001,2.695,2.015,0.349
8/30/2001,2.63,2.025,0.349
8/31/2001,2.675,2.01,0.359
9/4/2001,2.655,2,0.353
9/5/2001,2.645,1.995,0.341
9/6/2001,2.615,1.935,0.335
9/7/2001,2.615,1.995,0.335
9/10/2001,2.625,2.01,0.335
9/11/2001,2.625,2.01,0.335
9/12/2001,2.625,2.01,0.335
9/13/2001,2.705,2.03,0.335
9/14/2001,2.605,1.985,0.325
9/17/2001,2.635,1.965,0.32
9/18/2001,2.545,1.93,0.313
9/19/2001,2.485,1.9,0.317
9/20/2001,2.495,1.895,0.319
9/21/2001,2.49,1.905,0.331
9/24/2001,2.47,1.885,0.33
9/25/2001,2.51,1.88,0.331
9/26/2001,2.565,1.895,0.317
9/27/2001,2.525,1.89,0.319
9/28/2001,2.485,1.875,0.316
10/1/2001,2.445,1.85,0.319
10/2/2001,2.425,1.835,0.319
10/3/2001,2.545,1.865,0.312
10/4/2001,2.595,1.86,0.3
10/5/2001,2.615,1.875,0.288
10/8/2001,2.575,1.89,0.284
10/9/2001,2.625,1.87,0.291
10/10/2001,2.765,1.87,0.297
10/11/2001,2.765,1.865,0.295
10/12/2001,2.735,1.815,0.288
10/15/2001,2.715,1.795,0.29
10/16/2001,2.775,1.82,0.29
10/17/2001,2.865,1.835,0.287
10/18/2001,2.825,1.81,0.281
10/19/2001,2.855,1.81,0.273
10/22/2001,2.745,1.795,0.273
10/23/2001,2.79,1.795,0.268
10/24/2001,2.785,1.83,0.263
10/25/2001,2.855,1.825,0.266
10/26/2001,2.91,1.81,0.267
10/29/2001,2.825,1.81,0.267
10/30/2001,2.865,1.835,0.277
10/31/2001,2.865,1.84,0.28
11/1/2001,2.825,1.825,0.278
11/2/2001,2.825,1.805,0.286
11/5/2001,2.845,1.845,0.288
11/6/2001,2.855,1.845,0.302
11/7/2001,2.88,1.85,0.302
11/8/2001,2.865,1.865,0.304
11/9/2001,2.905,1.895,0.304
11/12/2001,2.875,1.9,0.327
11/13/2001,2.825,1.89,0.327
11/14/2001,2.825,1.905,0.32
11/15/2001,2.825,1.905,0.325
11/16/2001,2.995,1.925,0.322
11/19/2001,2.975,1.96,0.319
11/20/2001,2.985,1.96,0.321
11/21/2001,2.975,1.96,0.321
11/23/2001,2.975,1.96,0.323
11/26/2001,2.87,1.915,0.331
11/27/2001,2.905,1.95,0.338
11/28/2001,2.855,1.91,0.345
11/29/2001,2.85,1.91,0.343
11/30/2001,2.945,1.97,0.325
12/3/2001,2.945,1.98,0.318
12/4/2001,2.915,2,0.329
12/5/2001,2.925,1.985,0.327
12/6/2001,2.925,1.955,0.321
12/7/2001,2.905,1.98,0.311
12/10/2001,2.91,2.02,0.319
12/11/2001,2.955,2.01,0.311
12/12/2001,2.945,1.975,0.302
12/13/2001,2.915,1.98,0.328
12/14/2001,2.945,1.985,0.33
12/17/2001,2.945,1.975,0.323
12/18/2001,2.945,1.975,0.32
12/19/2001,3.045,1.98,0.314
12/20/2001,2.975,1.96,0.314
12/21/2001,3,1.955,0.314
12/24/2001,3,1.99,0.32
12/26/2001,2.945,1.915,0.318
12/27/2001,3.005,1.925,0.306
12/28/2001,3.025,1.935,0.306
12/31/2001,3.005,1.925,0.31
1/2/2002,3.025,1.93,0.306
1/3/2002,3.115,1.95,0.311
1/4/2002,3.145,1.95,0.321
1/7/2002,3.125,1.965,0.33
1/8/2002,3.135,1.975,0.322
1/9/2002,3.115,1.945,0.319
1/10/2002,3.125,1.935,0.315
1/11/2002,3.165,1.975,0.312
1/14/2002,3.105,1.95,0.321
1/15/2002,3.035,1.965,0.324
1/16/2002,3.035,1.99,0.327
1/17/2002,2.985,1.96,0.318
1/18/2002,2.965,1.95,0.313
1/22/2002,2.965,1.935,0.312
1/23/2002,2.975,1.935,0.306
1/24/2002,3.005,1.94,0.312
1/25/2002,3.01,1.935,0.307
1/28/2002,2.945,1.92,0.31
1/29/2002,2.925,1.91,0.298
1/30/2002,2.875,1.915,0.297
1/31/2002,2.875,1.92,0.317
2/1/2002,2.895,1.91,0.321
2/4/2002,2.895,1.91,0.316
2/5/2002,2.845,1.925,0.316
2/6/2002,2.855,1.905,0.324
2/7/2002,2.865,1.905,0.328
2/8/2002,2.87,1.91,0.32
2/11/2002,2.845,1.91,0.329
2/12/2002,2.875,1.93,0.302
2/13/2002,2.875,1.95,0.313
2/14/2002,2.88,1.95,0.306
2/15/2002,2.82,1.925,0.291
2/19/2002,2.825,1.93,0.293
2/20/2002,2.865,1.96,0.296
2/21/2002,2.845,1.965,0.3
2/22/2002,2.865,1.93,0.303
2/25/2002,2.845,1.895,0.309
2/26/2002,2.795,1.89,0.311
2/27/2002,2.765,1.89,0.311
2/28/2002,2.745,1.91,0.313
3/1/2002,2.795,1.91,0.312
3/4/2002,2.805,1.91,0.314
3/5/2002,2.855,1.93,0.317
3/6/2002,2.845,1.92,0.337
3/7/2002,2.825,1.92,0.331
3/8/2002,2.805,1.925,0.334
3/11/2002,2.765,1.935,0.331
3/12/2002,2.785,1.95,0.338
3/13/2002,2.845,1.925,0.346
3/14/2002,2.895,1.935,0.345
3/15/2002,2.925,1.925,0.344
3/18/2002,2.905,1.92,0.345
3/19/2002,2.965,1.92,0.347
3/20/2002,2.945,1.925,0.356
3/21/2002,3.005,1.925,0.35
3/22/2002,3.005,1.91,0.345
3/25/2002,2.995,1.9,0.339
3/26/2002,3.055,1.915,0.341
3/27/2002,3.115,1.925,0.339
3/28/2002,3.005,1.905,0.342
4/1/2002,3.005,1.92,0.344
4/2/2002,2.965,1.91,0.34
4/3/2002,2.965,1.89,0.335
4/4/2002,2.915,1.895,0.335
4/5/2002,2.905,1.89,0.328
4/8/2002,2.865,1.905,0.326
4/9/2002,2.845,1.9,0.339
4/10/2002,2.875,1.895,0.331
